,question,type,placeholders,naturalness,difficulty,dbpedia_entities
115,Describe Marie Curie's significant contributions to the field of science during her career.,descriptive,"{'person': 'Marie Curie', 'field': 'science'}",high,medium,"{'person': 'http://dbpedia.org/resource/Marie_Curie', 'field': 'http://dbpedia.org/resource/Science'}"
116,Why did the Berlin Wall fall in 1989?,explanatory,"{'event': 'Berlin Wall', 'action': 'fall', 'time': '1989'}",high,medium,"{'event': 'http://dbpedia.org/resource/Berlin_Wall', 'time': 'http://dbpedia.org/resource/1989'}"
117,"Based on current trends in artificial intelligence, how do you predict job markets will be affected in the next decade?",predictive,"{'entity': 'artificial intelligence', 'aspect': 'job markets', 'time_range': 'next decade'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'time_range': 'http://dbpedia.org/resource/Decade'}"
118,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}"
119,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern urbanization'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urbanization'}"
120,Describe Leonardo da Vinci's significant contributions during his career.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
121,Explain the reasons why Nelson Mandela chose to prioritize national reconciliation after his release from prison.,explanatory,"{'person': 'Nelson Mandela', 'action': 'prioritize national reconciliation', 'time': 'after his release from prison'}",high,hard,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'action': '', 'time': 'http://dbpedia.org/resource/Nelson_Mandela#Release_from_prison'}"
122,"Based on the historical behavior of Google, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Google'},high,medium,{'entity': 'http://dbpedia.org/resource/Google'}
123,Compare and contrast the similarities and differences between the French Revolution and the American Revolution in ideological causes.,comparative,"{'entity A': 'French Revolution', 'entity B': 'American Revolution', 'aspect': 'ideological causes'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/French_Revolution', 'entity B': 'http://dbpedia.org/resource/American_Revolution'}"
124,How do you evaluate Elon Musk's impact on the field of space exploration? Please explain your viewpoint.,critical,"{'person': 'Elon Musk', 'field': 'space exploration'}",high,medium,"{'person': 'http://dbpedia.org/resource/Elon_Musk', 'field': 'http://dbpedia.org/resource/Space_exploration'}"
125,Please describe Leonardo da Vinci's significant contributions to the arts and sciences.,descriptive,{'person': 'Leonardo da Vinci'},high,medium,{'person': 'http://dbpedia.org/resource/Leonardo_da_Vinci'}
126,Why did Rosa Parks refuse to give up her bus seat in 1955?,explanatory,"{'person': 'Rosa Parks', 'action': 'refuse to give up her bus seat', 'time': '1955'}",high,medium,"{'person': 'http://dbpedia.org/resource/Rosa_Parks', 'time': 'http://dbpedia.org/resource/1955'}"
127,"Based on current scientific advancements, how do you predict the future of renewable energy development?",predictive,"{'current situation': 'current scientific advancements', 'event': 'renewable energy development'}",high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'}
128,Compare and contrast the economic policies of Franklin D. Roosevelt and Ronald Reagan in terms of their impact on the U.S. economy.,comparative,"{'entity A': 'Franklin D. Roosevelt', 'entity B': 'Ronald Reagan', 'aspect': 'economic policies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Franklin_D._Roosevelt', 'entity B': 'http://dbpedia.org/resource/Ronald_Reagan'}"
129,How do you evaluate the impact of the Internet on global communication? Please explain your viewpoint.,critical,"{'person/event': 'the Internet', 'field': 'global communication'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Communication'}"
130,Please describe Nikola Tesla's contributions to the field of electrical engineering.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
131,Explain the relationship between the Industrial Revolution and urbanization and its significance.,explanatory,"{'entity A': 'Industrial Revolution', 'entity B': 'urbanization'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Industrial_Revolution', 'entity B': 'http://dbpedia.org/resource/Urbanization'}"
132,"Based on Tesla's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Tesla'},high,medium,"{'entity': 'http://dbpedia.org/resource/Tesla,_Inc.'}"
133,Compare and contrast the similarities and differences between Facebook and Twitter in terms of user engagement.,comparative,"{'entity A': 'Facebook', 'entity B': 'Twitter', 'aspect': 'user engagement'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Facebook', 'entity B': 'http://dbpedia.org/resource/Twitter'}"
134,How do you evaluate the impact of the Green Revolution on global food security? Please explain your viewpoint.,critical,"{'person/event': 'Green Revolution', 'field': 'global food security'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Green_Revolution', 'field': 'http://dbpedia.org/resource/Food_security'}"
135,Please describe Marie Curie's contributions to the field of chemistry.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
136,Explain the relationship between the Industrial Revolution and urbanization and its significance.,explanatory,"{'entity A': 'Industrial Revolution', 'entity B': 'urbanization'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Industrial_Revolution', 'entity B': 'http://dbpedia.org/resource/Urbanization'}"
137,"Based on the current medical advancements, how do you predict the future of cancer treatment will develop?",predictive,{'event': 'cancer treatment'},medium,medium,{'event': 'http://dbpedia.org/resource/Cancer'}
138,Compare and contrast the teaching methodologies of traditional classroom learning and online learning.,comparative,"{'entity A': 'traditional classroom learning', 'entity B': 'online learning', 'aspect': 'teaching methodologies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Traditional_education', 'entity B': 'http://dbpedia.org/resource/Online_learning'}"
139,How do you evaluate the impact of social media on public opinion? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'public opinion'}",high,hard,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Public_opinion'}"
140,Please describe Nikola Tesla’s significant contributions to the field of electrical engineering.,descriptive,{'person': 'Nikola Tesla'},high,medium,{'person': 'http://dbpedia.org/resource/Nikola_Tesla'}
141,Explain the relationship between the Industrial Revolution and urbanization and its significance.,explanatory,"{'entity A': 'Industrial Revolution', 'entity B': 'urbanization'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Industrial_Revolution', 'entity B': 'http://dbpedia.org/resource/Urbanization'}"
142,"Based on the historical behavior of Google, what technology fields do you think it might innovate in the future?",predictive,{'entity': 'Google'},high,medium,{'entity': 'http://dbpedia.org/resource/Google'}
143,Compare and contrast the similarities and differences between the economic policies of Ronald Reagan and Franklin D. Roosevelt.,comparative,"{'entity A': 'Ronald Reagan', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'economic policies'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Ronald_Reagan', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt'}"
144,How do you evaluate the impact of the internet on modern education? Please explain your viewpoint.,critical,"{'person/event': 'internet', 'field': 'modern education'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Education'}"
145,Please describe Marie Curie's contributions to the field of radiation.,descriptive,{'person': 'Marie Curie'},high,medium,{'person': 'http://dbpedia.org/resource/Marie_Curie'}
146,Why did Neil Armstrong decide to step down from NASA after his Apollo 11 mission?,explanatory,"{'person': 'Neil Armstrong', 'action': 'step down from NASA', 'time': 'after his Apollo 11 mission'}",high,medium,"{'person': 'http://dbpedia.org/resource/Neil_Armstrong', 'action': 'http://dbpedia.org/resource/Apollo_11', 'time': 'http://dbpedia.org/resource/NASA'}"
147,"Based on Google's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Google'},high,medium,{'entity': 'http://dbpedia.org/resource/Google'}
148,Compare and contrast the leadership styles of Mahatma Gandhi and Nelson Mandela.,comparative,"{'entity A': 'Mahatma Gandhi', 'entity B': 'Nelson Mandela', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'entity B': 'http://dbpedia.org/resource/Nelson_Mandela'}"
149,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_system'}"
150,Please describe Jane Austen’s contributions to the field of literature.,descriptive,{'person': 'Jane Austen'},high,medium,{'person': 'http://dbpedia.org/resource/Jane_Austen'}
151,Explain the relationship between the Roman Empire and Christianity and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'Christianity'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Christianity'}"
152,"Based on the current situation, how do you predict the impact of artificial intelligence on the job market will develop?",predictive,{'event': 'impact of artificial intelligence on the job market'},high,hard,{'event': 'http://dbpedia.org/resource/Artificial_intelligence'}
153,Compare and contrast the similarities and differences between classical music and jazz in terms of structure and improvisation.,comparative,"{'entity A': 'classical music', 'entity B': 'jazz', 'aspect': 'structure and improvisation'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Classical_music', 'entity B': 'http://dbpedia.org/resource/Jazz'}"
154,How do you think cognitive-behavioral therapy can be applied to treating anxiety disorders? Please provide specific suggestions.,critical,"{'theory/method': 'cognitive-behavioral therapy', 'practical issue': 'treating anxiety disorders'}",high,medium,"{'theory/method': 'http://dbpedia.org/resource/Cognitive_behavioral_therapy', 'practical issue': 'http://dbpedia.org/resource/Anxiety'}"
155,Please provide a detailed description of the background and course of the Industrial Revolution.,descriptive,{'event': 'Industrial Revolution'},high,medium,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'}
156,Why did Nelson Mandela choose to intensify the struggle against apartheid in the 1960s?,explanatory,"{'person': 'Nelson Mandela', 'action': 'intensify the struggle against apartheid', 'time': 'the 1960s'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'event': 'http://dbpedia.org/resource/Apartheid_in_South_Africa'}"
157,"Based on the current global trends, how do you predict the development of renewable energy policies in the next decade?",predictive,{'event': 'renewable energy policies'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy_policy'}
