,question,type,placeholders,naturalness,difficulty,dbpedia_entities,id,dbpedia_entities_re
87,Compare and contrast the leadership styles of Winston Churchill and Franklin D. Roosevelt.,comparative,"{'entity A': 'Winston Churchill', 'entity B': 'Franklin D. Roosevelt', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Winston_Churchill', 'entity B': 'http://dbpedia.org/resource/Franklin_D._Roosevelt'}",87,"{'entity A': 'Winston_Churchill', 'entity B': 'Franklin_D._Roosevelt'}"
88,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'},88,{'event': 'Industrial_Revolution'}
89,Describe Marie Curie's significant contributions to the field of science during her career.,descriptive,"{'person': 'Marie Curie', 'field': 'science'}",high,medium,"{'person': 'http://dbpedia.org/resource/Marie_Curie', 'field': 'http://dbpedia.org/resource/Science'}",89,"{'person': 'Marie_Curie', 'field': 'Science'}"
90,Why did the Berlin Wall fall in 1989?,explanatory,"{'event': 'Berlin Wall', 'action': 'fall', 'time': '1989'}",high,medium,"{'event': 'http://dbpedia.org/resource/Berlin_Wall', 'time': 'http://dbpedia.org/resource/1989'}",90,"{'event': 'Berlin_Wall', 'time': '1989'}"
91,"Based on current trends in artificial intelligence, how do you predict job markets will be affected in the next decade?",predictive,"{'entity': 'artificial intelligence', 'aspect': 'job markets', 'time_range': 'next decade'}",high,medium,"{'entity': 'http://dbpedia.org/resource/Artificial_intelligence', 'time_range': 'http://dbpedia.org/resource/Decade'}",91,"{'entity': 'Artificial_intelligence', 'time_range': 'Decade'}"
92,Compare and contrast the educational philosophies of John Dewey and Maria Montessori.,comparative,"{'entity A': 'John Dewey', 'entity B': 'Maria Montessori', 'aspect': 'educational philosophies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/John_Dewey', 'entity B': 'http://dbpedia.org/resource/Maria_Montessori'}",92,"{'entity A': 'John_Dewey', 'entity B': 'Maria_Montessori'}"
93,How do you evaluate the impact of the Industrial Revolution on modern urbanization? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern urbanization'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Urbanization'}",93,"{'event': 'Industrial_Revolution', 'field': 'Urbanization'}"
94,"Based on the historical behavior of Google, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Google'},high,medium,{'entity': 'http://dbpedia.org/resource/Google'},94,{'entity': 'Google'}
95,Compare and contrast the similarities and differences between the French Revolution and the American Revolution in ideological causes.,comparative,"{'entity A': 'French Revolution', 'entity B': 'American Revolution', 'aspect': 'ideological causes'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/French_Revolution', 'entity B': 'http://dbpedia.org/resource/American_Revolution'}",95,"{'entity A': 'French_Revolution', 'entity B': 'American_Revolution'}"
96,How do you evaluate Elon Musk's impact on the field of space exploration? Please explain your viewpoint.,critical,"{'person': 'Elon Musk', 'field': 'space exploration'}",high,medium,"{'person': 'http://dbpedia.org/resource/Elon_Musk', 'field': 'http://dbpedia.org/resource/Space_exploration'}",96,"{'person': 'Elon_Musk', 'field': 'Space_exploration'}"
97,Why did Rosa Parks refuse to give up her bus seat in 1955?,explanatory,"{'person': 'Rosa Parks', 'action': 'refuse to give up her bus seat', 'time': '1955'}",high,medium,"{'person': 'http://dbpedia.org/resource/Rosa_Parks', 'time': 'http://dbpedia.org/resource/1955'}",97,"{'person': 'Rosa_Parks', 'time': '1955'}"
98,"Based on current scientific advancements, how do you predict the future of renewable energy development?",predictive,"{'current situation': 'current scientific advancements', 'event': 'renewable energy development'}",high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy'},98,{'event': 'Renewable_energy'}
99,How do you evaluate the impact of the Internet on global communication? Please explain your viewpoint.,critical,"{'person/event': 'the Internet', 'field': 'global communication'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Communication'}",99,"{'person/event': 'Internet', 'field': 'Communication'}"
100,"Based on Tesla's historical behavior, in which fields do you think it might innovate in the future?",predictive,{'entity': 'Tesla'},high,medium,"{'entity': 'http://dbpedia.org/resource/Tesla,_Inc.'}",100,"{'entity': 'Tesla,_Inc.'}"
101,Compare and contrast the similarities and differences between Facebook and Twitter in terms of user engagement.,comparative,"{'entity A': 'Facebook', 'entity B': 'Twitter', 'aspect': 'user engagement'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Facebook', 'entity B': 'http://dbpedia.org/resource/Twitter'}",101,"{'entity A': 'Facebook', 'entity B': 'Twitter'}"
102,How do you evaluate the impact of the Green Revolution on global food security? Please explain your viewpoint.,critical,"{'person/event': 'Green Revolution', 'field': 'global food security'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Green_Revolution', 'field': 'http://dbpedia.org/resource/Food_security'}",102,"{'person/event': 'Green_Revolution', 'field': 'Food_security'}"
103,"Based on the current medical advancements, how do you predict the future of cancer treatment will develop?",predictive,{'event': 'cancer treatment'},medium,medium,{'event': 'http://dbpedia.org/resource/Cancer'},103,{'event': 'Cancer'}
104,Compare and contrast the teaching methodologies of traditional classroom learning and online learning.,comparative,"{'entity A': 'traditional classroom learning', 'entity B': 'online learning', 'aspect': 'teaching methodologies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Traditional_education', 'entity B': 'http://dbpedia.org/resource/Online_learning'}",104,"{'entity A': 'Traditional_education', 'entity B': 'Online_learning'}"
105,How do you evaluate the impact of social media on public opinion? Please explain your viewpoint.,critical,"{'event': 'social media', 'field': 'public opinion'}",high,hard,"{'event': 'http://dbpedia.org/resource/Social_media', 'field': 'http://dbpedia.org/resource/Public_opinion'}",105,"{'event': 'Social_media', 'field': 'Public_opinion'}"
106,How do you evaluate the impact of the internet on modern education? Please explain your viewpoint.,critical,"{'person/event': 'internet', 'field': 'modern education'}",high,medium,"{'person/event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Education'}",106,"{'person/event': 'Internet', 'field': 'Education'}"
107,Why did Neil Armstrong decide to step down from NASA after his Apollo 11 mission?,explanatory,"{'person': 'Neil Armstrong', 'action': 'step down from NASA', 'time': 'after his Apollo 11 mission'}",high,medium,"{'person': 'http://dbpedia.org/resource/Neil_Armstrong', 'action': 'http://dbpedia.org/resource/Apollo_11', 'time': 'http://dbpedia.org/resource/NASA'}",107,"{'person': 'Neil_Armstrong', 'action': 'Apollo_11', 'time': 'NASA'}"
108,Compare and contrast the leadership styles of Mahatma Gandhi and Nelson Mandela.,comparative,"{'entity A': 'Mahatma Gandhi', 'entity B': 'Nelson Mandela', 'aspect': 'leadership styles'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Mahatma_Gandhi', 'entity B': 'http://dbpedia.org/resource/Nelson_Mandela'}",108,"{'entity A': 'Mahatma_Gandhi', 'entity B': 'Nelson_Mandela'}"
109,How do you evaluate the impact of the Industrial Revolution on modern economic systems? Please explain your viewpoint.,critical,"{'person/event': 'Industrial Revolution', 'field': 'modern economic systems'}",high,hard,"{'person/event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economic_system'}",109,"{'person/event': 'Industrial_Revolution', 'field': 'Economic_system'}"
110,Please describe Jane Austen’s contributions to the field of literature.,descriptive,{'person': 'Jane Austen'},high,medium,{'person': 'http://dbpedia.org/resource/Jane_Austen'},110,{'person': 'Jane_Austen'}
111,Explain the relationship between the Roman Empire and Christianity and its significance.,explanatory,"{'entity A': 'Roman Empire', 'entity B': 'Christianity'}",high,hard,"{'entity A': 'http://dbpedia.org/resource/Roman_Empire', 'entity B': 'http://dbpedia.org/resource/Christianity'}",111,"{'entity A': 'Roman_Empire', 'entity B': 'Christianity'}"
112,Compare and contrast the similarities and differences between classical music and jazz in terms of structure and improvisation.,comparative,"{'entity A': 'classical music', 'entity B': 'jazz', 'aspect': 'structure and improvisation'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Classical_music', 'entity B': 'http://dbpedia.org/resource/Jazz'}",112,"{'entity A': 'Classical_music', 'entity B': 'Jazz'}"
113,How do you think cognitive-behavioral therapy can be applied to treating anxiety disorders? Please provide specific suggestions.,critical,"{'theory/method': 'cognitive-behavioral therapy', 'practical issue': 'treating anxiety disorders'}",high,medium,"{'theory/method': 'http://dbpedia.org/resource/Cognitive_behavioral_therapy', 'practical issue': 'http://dbpedia.org/resource/Anxiety'}",113,"{'theory/method': 'Cognitive_behavioral_therapy', 'practical issue': 'Anxiety'}"
114,Please provide a detailed description of the background and course of the Industrial Revolution.,descriptive,{'event': 'Industrial Revolution'},high,medium,{'event': 'http://dbpedia.org/resource/Industrial_Revolution'},114,{'event': 'Industrial_Revolution'}
115,Why did Nelson Mandela choose to intensify the struggle against apartheid in the 1960s?,explanatory,"{'person': 'Nelson Mandela', 'action': 'intensify the struggle against apartheid', 'time': 'the 1960s'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nelson_Mandela', 'event': 'http://dbpedia.org/resource/Apartheid_in_South_Africa'}",115,"{'person': 'Nelson_Mandela', 'event': 'Apartheid_in_South_Africa'}"
116,"Based on the current global trends, how do you predict the development of renewable energy policies in the next decade?",predictive,{'event': 'renewable energy policies'},high,medium,{'event': 'http://dbpedia.org/resource/Renewable_energy_policy'},116,{'event': 'Renewable_energy_policy'}
117,Compare and contrast the similarities and differences between Python and Java programming languages in terms of performance and versatility.,comparative,"{'entity A': 'Python', 'entity B': 'Java', 'aspect': 'performance and versatility'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Python_(programming_language)', 'entity B': 'http://dbpedia.org/resource/Java_(programming_language)'}",117,"{'entity A': 'Python_(programming_language)', 'entity B': 'Java_(programming_language)'}"
118,How do you evaluate the impact of the internet on modern education? Please explain your viewpoint.,critical,"{'person/event': 'the internet', 'field': 'modern education'}",high,medium,"{'event': 'http://dbpedia.org/resource/Internet', 'field': 'http://dbpedia.org/resource/Education'}",118,"{'event': 'Internet', 'field': 'Education'}"
119,Compare and contrast the cultural influences of Ancient Greece and Ancient Rome.,comparative,"{'entity A': 'Ancient Greece', 'entity B': 'Ancient Rome', 'aspect': 'cultural influences'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Ancient_Greece', 'entity B': 'http://dbpedia.org/resource/Ancient_Rome'}",119,"{'entity A': 'Ancient_Greece', 'entity B': 'Ancient_Rome'}"
120,How do you evaluate Elon Musk’s impact on renewable energy development? Please explain your viewpoint.,critical,"{'person': 'Elon Musk', 'field': 'renewable energy development'}",high,medium,"{'person': 'http://dbpedia.org/resource/Elon_Musk', 'field': 'http://dbpedia.org/resource/Renewable_energy'}",120,"{'person': 'Elon_Musk', 'field': 'Renewable_energy'}"
121,Please describe Nikola Tesla's contributions to the field of electrical engineering.,descriptive,"{'person': 'Nikola Tesla', 'field': 'electrical engineering'}",high,medium,"{'person': 'http://dbpedia.org/resource/Nikola_Tesla', 'field': 'http://dbpedia.org/resource/Electrical_engineering'}",121,"{'person': 'Nikola_Tesla', 'field': 'Electrical_engineering'}"
122,Why did Churchill choose to deliver his famous 'Iron Curtain' speech in 1946?,explanatory,"{'person': 'Churchill', 'action': ""deliver his famous 'Iron Curtain' speech"", 'time': '1946'}",high,medium,"{'person': 'http://dbpedia.org/resource/Winston_Churchill', 'action': 'http://dbpedia.org/resource/Iron_Curtain_speech', 'time': 'http://dbpedia.org/resource/1946'}",122,"{'person': 'Winston_Churchill', 'action': 'Iron_Curtain_speech', 'time': '1946'}"
123,Compare and contrast the marketing strategies of Coca-Cola and PepsiCo in global markets.,comparative,"{'entity A': 'Coca-Cola', 'entity B': 'PepsiCo', 'aspect': 'marketing strategies'}",high,medium,"{'entity A': 'http://dbpedia.org/resource/Coca-Cola', 'entity B': 'http://dbpedia.org/resource/PepsiCo'}",123,"{'entity A': 'Coca-Cola', 'entity B': 'PepsiCo'}"
124,How do you evaluate the impact of the Industrial Revolution on modern economics? Please explain your viewpoint.,critical,"{'event': 'Industrial Revolution', 'field': 'modern economics'}",high,hard,"{'event': 'http://dbpedia.org/resource/Industrial_Revolution', 'field': 'http://dbpedia.org/resource/Economics'}",124,"{'event': 'Industrial_Revolution', 'field': 'Economics'}"
